president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,Adults,9/11/2019,3/13/2017,3/15/2017,Gallup,B,1500,a,.1470236,0,42,53,42.21885,51.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49494,77705,3/16/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/13/2017,3/14/2017,YouGov,B,1500,a,.8859618,0,41,49,40.97973,51.51759,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cik6umkx7a/econTabReport.pdf,49489,77700,3/15/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/13/2017,3/16/2017,icitizen,"",1309,a,.7820637,0,42,58,43.17093,52.20878,"","",https://icitizen.com/insights/trump-job-approval-march-13-16-2017/,49496,77707,3/16/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/13/2017,3/17/2017,Ipsos,B+,1684,a,.1614922,0,44.4,48.8,44.1994,47.71868,"",T,http://polling.reuters.com/#poll/CP3_2/,49511,77740,3/22/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/14/2017,3/16/2017,Gallup,B,1500,a,.1470236,0,41,54,41.21885,52.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49502,77720,3/17/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/14/2017,3/18/2017,Ipsos,B+,1588,a,.1540069,0,42.4,50.4,42.1994,49.31868,"",T,http://polling.reuters.com/#poll/CP3_2/,49514,77739,3/22/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/15/2017,3/17/2017,Gallup,B,1500,a,.1470525,0,40,55,40.21885,53.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49503,77721,3/18/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/15/2017,3/19/2017,Ipsos,B+,1590,a,.1545555,0,44.8,49.2,44.5994,48.11868,"",T,http://polling.reuters.com/#poll/CP3_2/,49513,77738,3/22/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/16/2017,3/18/2017,Gallup,B,1500,a,.1470886,0,37,58,37.21885,56.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49505,77723,3/19/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/16/2017,3/20/2017,Ipsos,B+,1581,a,.1539634,0,45.7,48,45.4994,46.91868,"",T,http://polling.reuters.com/#poll/CP3_2/,49512,77734,3/22/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/17/2017,3/19/2017,Gallup,B,1500,a,.1471103,0,39,55,39.21885,53.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49507,77725,3/20/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/18/2017,3/20/2017,Gallup,B,1500,a,.1471321,0,39,56,39.21885,54.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49510,77728,3/21/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/17/2017,3/20/2017,American Research Group,C+,1100,a,1.135721,0,41,54,41.97876,51.85879,"","",http://americanresearchgroup.com/economy/,49509,77727,3/21/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/17/2017,3/21/2017,Ipsos,B+,1609,a,.1568174,0,46.3,47.7,46.0994,46.61868,"",T,http://polling.reuters.com/#poll/CP3_2/,49531,77762,3/24/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/17/2017,3/23/2017,SurveyMonkey,D-,12306,a,.2746089,0,42,55,38.65702,54.15118,"","",https://drive.google.com/file/d/0B83Vpfes67zfTFpjeURVRWVKUUk/view,49526,77753,3/24/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/19/2017,3/21/2017,YouGov,B,1500,a,.8895023,0,41,46,40.97973,48.51759,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9atsoe30n9/econToplines.pdf,49521,77747,3/22/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/18/2017,3/22/2017,Ipsos,B+,1619,a,.1577362,0,45.9,48.2,45.6994,47.11868,"",T,http://polling.reuters.com/#poll/CP3_2/,49530,77761,3/24/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/19/2017,3/21/2017,Gallup,B,1500,a,.1471539,0,40,55,40.21885,53.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49519,77745,3/22/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/19/2017,3/23/2017,Ipsos,B+,1701,a,.1654787,0,48,46.5,47.7994,45.41868,"",T,http://polling.reuters.com/#poll/CP3_2/,49529,77760,3/24/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/20/2017,3/22/2017,Gallup,B,1500,a,.1471757,0,39,56,39.21885,54.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49524,77751,3/23/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/21/2017,3/23/2017,Gallup,B,1500,a,.1471976,0,41,54,41.21885,52.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49528,77756,3/24/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/20/2017,3/24/2017,Ipsos,B+,1678,a,.1628686,0,46.2,48.1,45.9994,47.01868,"",T,http://polling.reuters.com/#poll/CP3_2/,49542,77776,3/28/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/20/2017,3/23/2017,icitizen,"",1101,a,.5515245,0,37,62,38.17093,56.20878,"","",https://icitizen.com/insights/trump-job-approval-march-20-23-2017/,49532,77766,3/24/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/22/2017,3/24/2017,Gallup,B,1500,a,.1472195,0,41,54,41.21885,52.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49533,77767,3/25/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/21/2017,3/25/2017,Ipsos,B+,1647,a,.1593259,0,46,48.9,45.7994,47.81868,"",T,http://polling.reuters.com/#poll/CP3_2/,49541,77775,3/28/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/22/2017,3/26/2017,Ipsos,B+,1668,a,.1607162,0,44.2,49.8,43.9994,48.71868,"",T,http://polling.reuters.com/#poll/CP3_2/,49540,77774,3/28/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/23/2017,3/25/2017,Gallup,B,1500,a,.1472414,0,40,54,40.21885,52.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49534,77768,3/26/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/24/2017,3/26/2017,Gallup,B,1500,a,.1472634,0,36,57,36.21885,55.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49536,77770,3/27/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/23/2017,3/27/2017,Ipsos,B+,1679,a,.1610843,0,44.5,48.9,44.2994,47.81868,"",T,http://polling.reuters.com/#poll/CP3_2/,49539,77773,3/28/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/22/2017,3/27/2017,Marist College,A,1062,a,1.936659,0,37,51,37.36264,52.196,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170621_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_Congress_Health%20Care_June%202017.pdf,49556,91870,11/27/2018,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/23/2017,3/27/2017,AP-NORC,"",1110,a,1.315624,0,42,58,43.21294,53.58946,"","",http://www.apnorc.org/PDFs/HealthCareAP/AP%20Custom%20Poll%20Topline%20MARCH_healthcare.pdf,49552,77796,3/30/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/25/2017,3/27/2017,Gallup,B,1500,a,.1473717,0,36,56,36.21885,54.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49538,77772,3/28/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/24/2017,3/28/2017,Ipsos,B+,1647,a,.1573087,0,43.4,49.2,43.1994,48.11868,"",T,http://polling.reuters.com/#poll/CP3_2/,49559,77809,3/31/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/24/2017,3/30/2017,IBD/TIPP,A-,904,a,1.533691,0,34,56,35.15051,54.97353,"","",http://www.investors.com/politics/trump-approval-plunges-amid-russia-inquiry-obamacare-repeal-failure-ibdtipp-poll/,49566,77817,4/3/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/25/2017,3/29/2017,Ipsos,B+,1692,a,.1605874,0,45,47.1,44.7994,46.01868,"",T,http://polling.reuters.com/#poll/CP3_2/,49558,77808,3/31/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/26/2017,3/28/2017,Gallup,B,1500,a,.1475021,0,35,59,35.21885,57.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49548,77792,3/29/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/25/2017,3/28/2017,CBS News,A-,1088,a,1.668892,0,40,52,40.79853,51.3936,"","",https://www.scribd.com/document/343392363/Cbs-Poll-7am-Toplines,49545,77788,3/29/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/26/2017,3/28/2017,YouGov,B,1500,a,.9071183,0,41,47,40.97973,49.51759,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6xp8fd6vvl/econToplines.pdf,49546,77789,3/29/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/24/2017,3/30/2017,SurveyMonkey,D-,11890,a,.255138,0,44,56,40.65702,55.15118,"","",https://drive.google.com/file/d/0B83Vpfes67zfUUw4dVVaMTc2bm8/view,49551,77795,3/30/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/27/2017,3/29/2017,Zogby Interactive/JZ Analytics,C,1351,a,1.073733,0,40,53,38.82806,53.77858,"","",https://www.zogbyanalytics.com/news/771-american-workers-still-support-repeal-of-obamacare-oprah-trumps-the-donald,49574,77834,4/4/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/27/2017,3/29/2017,Gallup,B,1500,a,.1475895,0,38,57,38.21885,55.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49553,77797,3/30/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/27/2017,3/29/2017,icitizen,"",1062,a,.5004648,0,33,66,34.17093,60.20878,"","",https://icitizen.com/insights/trump-job-approval-march-27-29-2017/,49554,77798,3/30/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/26/2017,3/30/2017,Ipsos,B+,1731,a,.1632747,0,45.5,46.5,45.2994,45.41868,"",T,http://polling.reuters.com/#poll/CP3_2/,49557,77807,3/31/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/28/2017,3/30/2017,Gallup,B,1500,a,.1476771,0,38,56,38.21885,54.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49561,77811,3/31/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/27/2017,3/31/2017,Ipsos,B+,2014,a,.1888592,0,47.2,45.9,46.9994,44.81868,"",T,http://polling.reuters.com/#poll/CP3_2/,49573,77825,4/4/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/28/2017,4/1/2017,Ipsos,B+,2105,a,.1964838,0,47.3,46.4,47.0994,45.31868,"",T,http://polling.reuters.com/#poll/CP3_2/,49572,77824,4/4/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/29/2017,3/31/2017,Gallup,B,1500,a,.1477649,0,40,56,40.21885,54.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49562,77812,4/1/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/29/2017,4/2/2017,Ipsos,B+,2126,a,.197809,0,47.4,47.3,47.1994,46.21868,"",T,http://polling.reuters.com/#poll/CP3_2/,49571,77823,4/4/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/28/2017,4/3/2017,Kaiser Family Foundation,"",1203,a,1.520309,0,41,55,41.26139,53.4454,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-April-2017,49576,77836,4/5/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/30/2017,4/1/2017,Gallup,B,1500,a,.147853,0,38,57,38.21885,55.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49563,77813,4/2/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/31/2017,4/2/2017,Gallup,B,1500,a,.1479413,0,38,57,38.21885,55.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49565,77816,4/3/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/30/2017,4/3/2017,Ipsos,B+,2119,a,.1968049,0,46.2,49.5,45.9994,48.41868,"",T,http://polling.reuters.com/#poll/CP3_2/,49570,77822,4/4/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/31/2017,4/4/2017,Ipsos,B+,2150,a,.1995462,0,45.5,50.7,45.2994,49.61868,"",T,http://polling.reuters.com/#poll/CP3_2/,49587,77851,4/7/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/1/2017,4/3/2017,Gallup,B,1500,a,.1480595,0,39,55,39.21885,53.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49568,77820,4/4/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/2/2017,4/4/2017,Gallup,B,1500,a,.1481855,0,42,52,42.21885,50.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49579,77840,4/5/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/1/2017,4/5/2017,Ipsos,B+,1872,a,.1738373,0,45,51.1,44.7994,50.01868,"",T,http://polling.reuters.com/#poll/CP3_2/,49586,77850,4/7/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,3/31/2017,4/6/2017,SurveyMonkey,D-,14518,a,.2715457,0,42,56,38.65702,55.15118,"","",https://drive.google.com/file/d/0BztOs71zt1WpNVdsam5TckJvVjA/view,49590,77857,4/7/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/2/2017,4/4/2017,YouGov,B,1500,a,.9249442,0,40,48,39.97973,50.51759,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2f8nhwlimu/econToplines.pdf,49578,77838,4/5/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/3/2017,4/5/2017,icitizen,"",1584,a,.7096699,0,35,65,36.17093,59.20878,"","",https://icitizen.com/insights/trump-job-approval-april-3-5-2017/,49582,77843,4/6/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/3/2017,4/5/2017,Gallup,B,1500,a,.1482896,0,41,53,41.21885,51.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49581,77842,4/6/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/2/2017,4/6/2017,Ipsos,B+,1773,a,.1647937,0,44.3,51.6,44.0994,50.51868,"",T,http://polling.reuters.com/#poll/CP3_2/,49585,77849,4/7/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/3/2017,4/6/2017,Hart Research/Public Opinion Strategies,A-,804,a,1.264808,0,39,48,38.08041,48.90852,"","",http://www.cnbc.com/2017/04/11/cnbc-survey-trump-agenda-is-popular-until-he-acts-on-it.html,49611,77888,4/14/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/4/2017,4/6/2017,Gallup,B,1500,a,.148891,0,40,54,40.21885,52.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49584,77845,4/7/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/3/2017,4/7/2017,Ipsos,B+,1738,a,.161686,0,44.2,50.3,43.9994,49.21868,"",T,http://polling.reuters.com/#poll/CP3_2/,49601,77873,4/11/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/5/2017,4/7/2017,Gallup,B,1500,a,.1496266,0,40,54,40.21885,52.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49591,77859,4/8/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/4/2017,4/8/2017,Ipsos,B+,1716,a,.1596588,0,45.4,49.1,45.1994,48.01868,"",T,http://polling.reuters.com/#poll/CP3_2/,49600,77872,4/11/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/6/2017,4/8/2017,Gallup,B,1500,a,.1501152,0,40,54,40.21885,52.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49592,77860,4/9/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/5/2017,4/9/2017,Ipsos,B+,1683,a,.156582,0,46.5,47.8,46.2994,46.71868,"",T,http://polling.reuters.com/#poll/CP3_2/,49599,77871,4/11/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/7/2017,4/9/2017,Gallup,B,1500,a,.150608,0,40,53,40.21885,51.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49595,77863,4/10/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/7/2017,4/9/2017,CBS News,A-,1006,a,1.483573,0,43,49,43.79853,48.3936,"","",https://www.scribd.com/document/344681526/Syria-Poll-Am?secret_password=kWib4kB7BH6SivPe8H3C,49594,77862,4/10/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/6/2017,4/10/2017,Ipsos,B+,1634,a,.1519457,0,48,46.3,47.7994,45.21868,"",T,http://polling.reuters.com/#poll/CP3_2/,49598,77870,4/11/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/5/2017,4/11/2017,Pew Research Center,B-,1501,a,.7048216,0,39,54,40.23003,50.84506,"","",http://www.people-press.org/2017/04/17/presidential-approval-detailed-tables-april-2017/,49620,77904,4/17/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/8/2017,4/10/2017,Gallup,B,1500,a,.1511051,0,40,54,40.21885,52.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49597,77865,4/11/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/7/2017,4/11/2017,Ipsos,B+,1716,a,.1593386,0,48.5,46.6,48.2994,45.51868,"",T,http://polling.reuters.com/#poll/CP3_2/,49619,77897,4/17/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/8/2017,4/12/2017,Ipsos,B+,1800,a,.1667121,0,47.5,47.3,47.2994,46.21868,"",T,http://polling.reuters.com/#poll/CP3_2/,49618,77896,4/17/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/7/2017,4/13/2017,SurveyMonkey,D-,20020,a,.331443,0,44,53,40.65702,52.15118,"","",https://drive.google.com/file/d/0BxxpEMTW3kArbGp4UkFxYTlHekk/view,49612,77889,4/14/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/9/2017,4/11/2017,Gallup,B,1500,a,.1516066,0,41,52,41.21885,50.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49605,77882,4/12/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/10/2017,4/11/2017,YouGov,B,1500,a,.9071183,0,40,50,39.97973,52.51759,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mmzsh8ncey/econToplines.pdf,49604,77880,4/12/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/10/2017,4/12/2017,icitizen,"",1077,a,.5250009,0,35,64,36.17093,58.20878,"","",https://icitizen.com/insights/trump-job-approval-april-10-12-2017/,49608,77885,4/13/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/10/2017,4/12/2017,Gallup,B,1500,a,.1521125,0,40,54,40.21885,52.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49607,77884,4/13/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/9/2017,4/13/2017,Ipsos,B+,1843,a,.1701122,0,47,48,46.7994,46.91868,"",T,http://polling.reuters.com/#poll/CP3_2/,49617,77895,4/17/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/4/2017,4/18/2017,Pew Research Center,B-,3894,a,1.707239,0,39,61,40.23003,57.84506,"","",http://www.pewsocialtrends.org/2017/06/22/americas-complex-relationship-with-guns/,56928,91872,11/27/2018,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/10/2017,4/14/2017,Ipsos,B+,1915,a,.1759915,0,45.9,49.6,45.6994,48.51868,"",T,http://polling.reuters.com/#poll/CP3_2/,49628,77916,4/19/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/11/2017,4/13/2017,Gallup,B,1500,a,.1527145,0,40,55,40.21885,53.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49613,77891,4/14/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/11/2017,4/12/2017,Marist College,A,1069,a,1.947599,0,39,48,39.36264,49.196,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170621_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_Congress_Health%20Care_June%202017.pdf,49610,91869,11/27/2018,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/11/2017,4/15/2017,Ipsos,B+,1933,a,.1767663,0,44.7,50.7,44.4994,49.61868,"",T,http://polling.reuters.com/#poll/CP3_2/,49627,77915,4/19/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/12/2017,4/14/2017,Gallup,B,1500,a,.153345,0,39,55,39.21885,53.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49614,77892,4/15/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/12/2017,4/16/2017,Ipsos,B+,1849,a,.1681641,0,44.4,50.2,44.1994,49.11868,"",T,http://polling.reuters.com/#poll/CP3_2/,49626,77914,4/19/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/13/2017,4/15/2017,Gallup,B,1500,a,.1539117,0,41,53,41.21885,51.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49615,77893,4/16/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/13/2017,4/17/2017,Ipsos,B+,1843,a,.1666486,0,43.2,52.5,42.9994,51.41868,"",T,http://polling.reuters.com/#poll/CP3_2/,49625,77913,4/19/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/14/2017,4/17/2017,Gallup,B,1500,a,.1152735,0,41,52,41.21885,50.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49623,77907,4/18/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/14/2017,4/18/2017,Ipsos,B+,1856,a,.1667466,0,42.4,53,42.1994,51.91868,"",T,http://polling.reuters.com/#poll/CP3_2/,49652,77948,4/25/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/15/2017,4/18/2017,Gallup,B,1500,a,.2288917,0,42,52,42.21885,50.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49632,77924,4/19/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/14/2017,4/20/2017,SurveyMonkey,D-,15855,a,.2719847,0,45,54,41.65702,53.15118,"","",https://drive.google.com/file/d/0BxxpEMTW3kArRWdXM01kaUpFYzg/view,49642,77934,4/21/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/15/2017,4/18/2017,YouGov,B,1500,a,.8935878,0,41,49,40.97973,51.51759,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/csm5blp5g2/econToplines.pdf,49629,77921,4/19/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/15/2017,4/19/2017,Ipsos,B+,1813,a,.1617786,0,42,53.1,41.7994,52.01868,"",T,http://polling.reuters.com/#poll/CP3_2/,49651,77947,4/25/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/16/2017,4/20/2017,Ipsos,B+,1900,a,.1683309,0,41.6,53.3,41.39939,52.21868,"",T,http://polling.reuters.com/#poll/CP3_2/,49650,77946,4/25/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/17/2017,4/18/2017,icitizen,"",1073,a,.5904449,0,34,65,35.17093,59.20878,*,"",https://icitizen.com/insights/trump-job-approval-april-17-18-2017/,49634,77926,4/20/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/17/2017,4/19/2017,Gallup,B,1500,a,.1521639,0,43,50,43.21885,48.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49638,77930,4/20/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/17/2017,4/20/2017,NBC News/Wall Street Journal,A-,900,a,1.363524,0,40,54,39.08041,54.90852,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBCWSJ_April_Poll.pdf,49647,77940,4/23/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/17/2017,4/20/2017,ABC News/Washington Post,A+,1004,a,2.027719,0,42,53,42.47311,51.4657,"","",https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/04/23/National-Politics/Polling/question_18611.xml?uuid=DjWvRifZEeeSjjYkU5Bg6A,49646,77939,4/23/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/17/2017,4/20/2017,American Research Group,C+,1100,a,1.148289,0,39,56,39.97876,53.85879,"","",http://americanresearchgroup.com/economy/,49640,77932,4/21/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/18/2017,4/20/2017,Gallup,B,1500,a,.1517374,0,43,51,43.21885,49.45552,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49643,77936,4/21/2017,17:51:24 11 Sep 2019
Donald Trump,Adults,9/11/2019,4/17/2017,4/21/2017,Ipsos,B+,2037,a,.1791823,0,39.8,54.8,39.5994,53.71868,"",T,http://polling.reuters.com/#poll/CP3_2/,49662,77962,4/26/2017,17:51:24 11 Sep 2019
